id,cardCategory,cardCategoryName,cardNo,cardName,subTitle,extendType,extendTypeName,cardColorList,cardColorNameList,hero,region,tag,cardEffect,flavorText,energy,returnEnergy,power,cardQaList,craftList,productList,isPreview,cardSeries,attachEffect,errata,cardGroupLimit,cardNoShort
502,hero_unit,英雄单位,SFD·173/221,索拉卡,星尘逆旅,,,['yellow'],['黄色'],索拉卡,巨神峰,,"我在战斗中最后承担伤害。
如果你在此处控制的另一名单位被摧毁，且该单位的战力低于我，则改为移除其所受伤害，让其变为休眠状态，并将其召回。（把该单位送回基地，此行动不算作移动。）",“不要做无谓的争辩。”,4.0,1.0,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/2f0e9bb5204e4af89129e8b2e713ae94.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3804, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-173
538,unit,单位,SFD·174/221,宝藏魔像,,,,['yellow'],['黄色'],,弗雷尔卓德,,当你打出我时，打出四个休眠的“金币”装备指示物。,贵有贵的道理。,8.0,2.0,9.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/4ca5c1b6fa5e44838c0c490b9b9de7eb.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3803, 'artist': 'Envar Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-174
539,unit,单位,SFD·175/221,垓兽,,,,['yellow'],['黄色'],,虚空之地,,"当你打出我时，让你的其他单位本回合内{{S}}+2。
如果我从你的主牌堆中被展示，则你{{获得}}{{2}}。",它要是老实待在地下，麻烦就会少很多。,6.0,1.0,5.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/8d53c4df1ccb4b5bbbe2a30f06ec81f9.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3802, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-175
540,hero_unit,英雄单位,SFD·176/221,赵信,千夫所向,,,['yellow'],['黄色'],赵信,德玛西亚,,"{{壁垒}}（我在战斗中首先承担伤害。）
如果你的基地中有不少于两名其他单位，则我以活跃状态进场。",“德玛西亚人永不退缩！”,3.0,1.0,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/cae7411a05034c0f996dcce37f124823.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3801, 'artist': 'JunHuan'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-176
556,hero_unit,英雄单位,SFD·177/221,阿兹尔,帝君,,,['yellow'],['黄色'],阿兹尔,恕瑞玛,鸟类,"{{急速}}（你可以选择额外支付{{1}}和{{黄色}}，让我以活跃状态进场。）
当我进攻时，你可以选择将自己任意数量的指示物单位移动到此战场。",“你不需要追随，但你必须见证。”,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/fdeb5eae160c4744b061d6fc2ca954a7.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3800, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-177
557,hero_unit,英雄单位,SFD·177a/221,阿兹尔,帝君,,,['yellow'],['黄色'],阿兹尔,恕瑞玛,鸟类,"{{急速}}（你可以选择额外支付{{1}}和{{黄色}}，让我以活跃状态进场。）
当我进攻时，你可以选择将自己任意数量的指示物单位移动到此战场。",“你不需要追随，但你必须见证。”,4.0,,4.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/b2eed34a816f4965b7cb540f88922ed9.png', 'backImage': '', 'rarity': 'rune_legend', 'rarityName': '异画', 'extendRarity': 'legacy_etching', 'extendRarityName': '异画', 'listSort': 3799, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-177a
412,equipment,装备,SFD·178/221,破败王者之刃,,,,['yellow'],['黄色'],,,武装,"{{装配}}—支付{{黄色}}，摧毁一名友方单位。
（支付此费用：将此牌贴附到你控制的一名单位上。）","“你并非这段故事的主角。”
——佛耶戈",3.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/53ef6ac60d7d4654b8eed0ba8a485c8b.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3798, 'artist': '黯荧岛Dark Glow'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,{{S}}+4,,,SFD-178
503,unit,单位,SFD·179/221,卡银娜·薇蕊泽,,,,['yellow'],['黄色'],,祖安,,"{{急速}}（你可以选择额外支付{{1}}和{{黄色}}，让我以活跃状态进场。）
当我移动到一处战场时，在此处打出三名1{{S}}的“随从”。",“我告诉过他们，每一项成就都有代价。我只是没告诉他们，这代价由谁买单。”,7.0,1.0,6.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/22337673d54f48a286a03ac1adc0fcec.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3797, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-179
460,hero_unit,英雄单位,SFD·180/221,菲奥娜,无上统御,,,['yellow'],['黄色'],菲奥娜,德玛西亚,,当你控制的一名单位变为{{强力}}时，你可以选择支付{{黄色}}，以此让其变为活跃状态。（战力达到5或以上时，即为强力单位。）,“要刺得快，刺得狠。”,3.0,,3.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/048742ae43304c18b619f021c359cf91.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3796, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(英雄预组 菲奥娜)', 'productName': '铸魂淬炼 英雄预组 菲奥娜'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-180
461,hero_unit,英雄单位,SFD·180a/221,菲奥娜,无上统御,,,['yellow'],['黄色'],菲奥娜,德玛西亚,,当你控制的一名单位变为{{强力}}时，你可以选择支付{{黄色}}，以此让其变为活跃状态。（战力达到5或以上时，即为强力单位。）,“要刺得快，刺得狠。”,3.0,,3.0,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/92edc0b87b5c4d25956e67cfc29a34ea.png', 'backImage': '', 'rarity': 'rune_legend', 'rarityName': '异画', 'extendRarity': 'legacy_etching', 'extendRarityName': '异画', 'listSort': 3795, 'artist': 'League Splash Team'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-180a
426,legendary,传奇,SFD·181/221,机械公敌,,,,"['red', 'blue']","['红色', '蓝色']",兰博,,,你的“机械”属性单位获得{{坚守}}。（如果它们是防守方，则{{S}}+1。）,,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/b7155d8c774a4da39e23598a6dd84216.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3794, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-181
427,exclusive_spell,专属法术,SFD·182/221,危险温度,,,,"['red', 'blue']","['红色', '蓝色']",兰博,,,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
{{回响}}{{1}}{{A}}（你可以选择支付此额外费用，以重复此法术效果。）
你的“机械”属性单位本回合内{{S}}+1。",,1.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/04ce1fd1510547e9b2d2796c91bbcc92.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3793, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(英雄预组 兰博)', 'productName': '铸魂淬炼 英雄预组 兰博'}, {'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-182
428,legendary,传奇,SFD·183/221,圣枪游侠,,,,"['red', 'orange']","['红色', '橙色']",卢锡安,,,你的每件武装都会提供{{强攻}}。（如果配装的单位是进攻方，则{{S}}+1。）,,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/204f32cb95784b66b6891c4692fdc7fc.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3792, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-183
429,exclusive_spell,专属法术,SFD·184/221,冷酷追击,,,,"['red', 'orange']","['红色', '橙色']",卢锡安,,,"{{迅捷}}（可在你的回合或法术对决中打出。）
移动一名友方单位。你可以选择为其贴附其控制者的一件武装。在本回合内，该单位拥有“当我征服一处战场时，你可以选择将我移动到我的基地”。",,2.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/bb29ef1e74e04d7b8fceec4ea518b32a.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3791, 'artist': 'Max Grecke'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-184
413,legendary,传奇,SFD·185/221,荣耀行刑官,,,,"['red', 'purple']","['红色', '紫色']",德莱文,,,当你赢得一场战斗时，抽一张牌。（若战斗结束后只剩下你的单位，则视为你赢得战斗。）,,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/4997008d95e9413eb3866356b55a6776.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3790, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-185
414,exclusive_equipment,专属装备,SFD·186/221,旋转飞斧,,,,"['red', 'purple']","['红色', '紫色']",德莱文,,武装,"{{灵便}}（此牌获得{{反应}}。当你打出此牌时，将它贴附到你控制的一名单位上。）
{{装配}}{{A}}（支付{{A}}：将此牌贴附到你控制的一名单位上。）
{{瞬息}}（如果此牌未贴附，则在其控制者的下个回合开始阶段，结算得分之前将其摧毁。）","“斧头在手，只欠猎物。”
——德莱文",2.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/0639abe218a74627b49ab15846218ea6.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3789, 'artist': 'Six More Vodka'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,{{S}}+3,,,SFD-186
430,legendary,传奇,SFD·187/221,虚空遁地兽,,,,"['red', 'yellow']","['红色', '黄色']",雷克塞,,,当你征服一处战场时，你可以选择让我变为休眠状态，以此展示你主牌堆顶部的两张牌。你可以选择打出其中一张牌，然后回收其余的卡牌。,,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/238fcb5ed16343b5bb7fcb933a86769d.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3788, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-187
431,exclusive_spell,专属法术,SFD·188/221,虚空猛冲,,,,"['red', 'yellow']","['红色', '黄色']",雷克塞,,,展示你主牌堆顶部的两张牌。你可以选择其中一张，将其费用减少{{2}}后打出。抽取其中未以此方式打出的卡牌。,,2.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/b478472e661d4a9994693e654b18932e.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3787, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,展示你主牌堆顶部的两张牌。你可以选择放逐其中一张，然后将其打出，其费用减少{{2}}。抽取其中未被放逐的卡牌。,,SFD-188
432,legendary,传奇,SFD·189/221,山隐之焰,,,,"['green', 'blue']","['绿色', '蓝色']",奥恩,,,{{横置}}：{{反应}}—{{获得}}{{A}}，仅可用于打出装备或使用装备技能。（获得费用资源的技能无法成为其他法术的反应目标。）,,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/0396a4b4918e49a8bb4e49244f16242f.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3786, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-189
672,exclusive_equipment,专属装备,SFD·190/221,炉火斗篷,,,,"['green', 'blue']","['绿色', '蓝色']",奥恩,,武装,"{{唯我}}（你的卡组中只能拥有一张同名的此牌。）
{{装配A}}（支付{{A}}：将此牌贴附到你控制的一名单位上。）",,4.0,2.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/3a33a78a86674d2ea12dab75faefca49.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3785, 'artist': 'Grafit Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,当我进攻或防守时，对此处的所有敌方单位各造成2点伤害。{{S}}+3,,1.0,SFD-190
673,exclusive_equipment,专属装备,SFD·191/221,灭世者的死亡之冠,,,,"['green', 'blue']","['绿色', '蓝色']",奥恩,,武装,"{{唯我}}（你的卡组中只能拥有一张同名的此牌。）
{{装配A}}（支付{{A}}：将此牌贴附到你控制的一名单位上。）",,4.0,2.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/67c65e3a2f854381948c55e1ba47ea5a.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3784, 'artist': 'Grafit Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,你的法术和技能造成的伤害+3（如果已贴附此牌）。{{S}}+3,,1.0,SFD-191
674,exclusive_equipment,专属装备,SFD·192/221,舒瑞娅的安魂曲,,,,"['green', 'blue']","['绿色', '蓝色']",奥恩,,武装,"{{唯我}}（你的卡组中只能拥有一张同名的此牌。）
{{装配A}}（支付{{A}}：将此牌贴附到你控制的一名单位上。）
当你打出此牌时，让你的所有单位变为活跃状态。",,4.0,2.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/679bf5b2aa4c46d1a0a58cb640992a50.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3783, 'artist': 'Grafit Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,你在此处的单位获得{{游走}}。（我们可以向其他战场进行移动。）{{S}}+2,,1.0,SFD-192
433,legendary,传奇,SFD·193/221,武器大师,,,,"['green', 'orange']","['绿色', '橙色']",贾克斯,,,"支付{{1}}，{{横置}}：将你控制的一件未贴附的武装贴附到你控制的一名单位上。
{{横置}}：将你控制的一件已贴附的武装贴附到你控制的一名单位上。",,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/430b831f6c91490bb9e8a4d4f38bbff7.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3782, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-193
483,exclusive_spell,专属法术,SFD·194/221,反击风暴,,,,"['green', 'orange']","['绿色', '橙色']",贾克斯,,,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
选择一名单位，在本回合内，抵挡该单位下一次受到的伤害。抽一张牌。","“你就这点本事？！”
——贾克斯",2.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/bd0cf7e5a1374e21810748fe55e538a1.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3781, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-194
419,legendary,传奇,SFD·195/221,刀锋舞者,,,,"['green', 'purple']","['绿色', '紫色']",艾瑞莉娅,,,"当你将一名友方单位选为目标时，你可以选择让我变为休眠状态并支付{{A}}，以此让该单位变为活跃状态。
当你征服一处战场时，你可以选择支付{{1}}，以此让我变为活跃状态。",,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/2a13fad013504a909ab68445b2756509.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3780, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-195
713,legendary,传奇,SFD·195a/221·P,刀锋舞者,,,,"['green', 'purple']","['绿色', '紫色']",艾瑞莉娅,,,"当你将一名友方单位选为目标时，你可以选择让我变为休眠状态并支付{{A}}，以此让该单位变为活跃状态。
当你征服一处战场时，你可以选择支付{{1}}，以此让我变为活跃状态。",,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20260130/ed3aa219dcb84b51ba599a97a66daa4c.png', 'backImage': '', 'rarity': 'rune_legend', 'rarityName': '异画', 'extendRarity': 'legacy_etching', 'extendRarityName': '异画', 'listSort': 3779, 'artist': 'Naifan Zhang'}]",,False,SFD,,,,SFD-195a
415,exclusive_spell,专属法术,SFD·196/221,距破之舞,,,,"['green', 'purple']","['绿色', '紫色']",艾瑞莉娅,,,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
本回合内，让一名单位{{S}}+2，另一名单位{{S}}-2。","“我既是平静的海面，又是汹涌的风暴。”
——艾瑞莉娅",1.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/90cdd63eae334ea3b53a4c35a093c8a6.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3778, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-196
416,legendary,传奇,SFD·197/221,沙漠皇帝,,,,"['green', 'yellow']","['绿色', '黄色']",阿兹尔,,,"你的“黄沙士兵”获得{{百炼}}。
支付{{1}}，{{横置}}：打出一名2{{S}}的“黄沙士兵”到你的基地。只能在你本回合打出了一件武装后使用。",,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/2b67f437b0174d54ac50b094b51b08f9.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3777, 'artist': '蛋费鸡丁'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-197
484,exclusive_spell,专属法术,SFD·198/221,沙兵现身,,,,"['green', 'yellow']","['绿色', '黄色']",阿兹尔,,,你每控制一件武装，便打出一名2{{S}}的“黄沙士兵”。然后让两名“黄沙士兵”变为活跃状态。,"“命令已下达！”
——阿兹尔",6.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/ed5754d015eb47c8968a0ab57119761b.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3776, 'artist': 'Kudos Productions'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,你每控制一件武装，便打出一名2{{S}}的“黄沙士兵”。然后进行一次：让其中最多两名“黄沙士兵”变为活跃状态。,,SFD-198
434,legendary,传奇,SFD·199/221,探险家,,,,"['blue', 'purple']","['蓝色', '紫色']",伊泽瑞尔,,,{{横置}}：{{反应}} — 抽一张牌。只有当你在本回合内，两次将敌方单位或装备选为法术或单位技能的目标后，才能使用此技能。,,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/f32f297f99ee4d76849836db61ee1b12.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3775, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-199
485,exclusive_spell,专属法术,SFD·200/221,奥术跃迁,,,,"['blue', 'purple']","['蓝色', '紫色']",伊泽瑞尔,,,"{{迅捷}}（可在你的回合或法术对决中打出。）
放逐一名友方单位，然后让其拥有者将其打出，无视其费用。对战场上的一名敌方单位造成3点伤害。放逐此牌。","“哈！我闭着眼睛也能射中。”
——伊泽瑞尔",3.0,1.0,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/1eeb07511d994367a650e619e8c5655f.png', 'backImage': '', 'rarity': 'rune_core', 'rarityName': '史诗', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3774, 'artist': 'Original Force'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-200
417,legendary,传奇,SFD·201/221,炼金男爵,,,,"['blue', 'yellow']","['蓝色', '黄色']",烈娜塔·戈拉斯克,,,"当你或一名友方玩家据守一处战场时，你可以选择让我变为休眠状态，以此打出一个休眠的“金币”装备指示物。
如果你的得分距离胜利得分不超过3分，则你的“金币”装备指示物的{{获得}}效果额外产生{{1}}。",,,,,[],"[{'craftLevel': 0, 'frontImage': 'https://cdn.playloltcg.com/lol/card/20251217/b233ff1a184c4f4096d3c81c909376a5.png', 'backImage': '', 'rarity': 'rune_shard', 'rarityName': '稀有', 'extendRarity': 'base_inscript', 'extendRarityName': '平卡', 'listSort': 3773, 'artist': 'Pandart Studio'}]","[{'productCode': 'SFD(标准补充包)', 'productName': '铸魂淬炼 标准补充包'}, {'productCode': 'SFD(进阶补充包)', 'productName': '铸魂淬炼 进阶补充包'}]",False,SFD,,,,SFD-201
